"","country","year","sex","age","suicides_no","population"
"19086","Latvia",1993,"female","75+ years",28,92800
"19087","Latvia",1993,"male","15-24 years",63,178200
"19088","Latvia",1993,"male","25-34 years",143,189600
"19089","Latvia",1993,"male","35-54 years",405,320800
"19090","Latvia",1993,"male","5-14 years",5,191900
"19091","Latvia",1993,"male","55-74 years",207,199700
"19092","Latvia",1993,"male","75+ years",44,33800
"19093","Latvia",1994,"female","15-24 years",8,168300
"19094","Latvia",1994,"female","25-34 years",26,181800
"19095","Latvia",1994,"female","35-54 years",59,350200
"19096","Latvia",1994,"female","5-14 years",1,184800
"19097","Latvia",1994,"female","55-74 years",74,315400
"19098","Latvia",1994,"female","75+ years",27,90300
"19099","Latvia",1994,"male","15-24 years",67,174800
"19100","Latvia",1994,"male","25-34 years",140,185300
"19101","Latvia",1994,"male","35-54 years",373,315200
"19102","Latvia",1994,"male","5-14 years",6,192000
"19103","Latvia",1994,"male","55-74 years",219,202400
"19104","Latvia",1994,"male","75+ years",33,32200
"19105","Latvia",1995,"female","15-24 years",10,166300
"19106","Latvia",1995,"female","25-34 years",12,178000
"19107","Latvia",1995,"female","35-54 years",81,346900
"19108","Latvia",1995,"female","5-14 years",1,184100
"19109","Latvia",1995,"female","55-74 years",61,317700
"19110","Latvia",1995,"female","75+ years",34,88400
"19111","Latvia",1995,"male","15-24 years",65,171900
"19112","Latvia",1995,"male","25-34 years",146,183200
"19113","Latvia",1995,"male","35-54 years",339,311700
"19114","Latvia",1995,"male","5-14 years",3,191800
"19115","Latvia",1995,"male","55-74 years",239,203600
"19116","Latvia",1995,"male","75+ years",33,31100
"19117","Latvia",1996,"female","15-24 years",6,164100
"19118","Latvia",1996,"female","25-34 years",18,175500
"19119","Latvia",1996,"female","35-54 years",72,345200
"19120","Latvia",1996,"female","5-14 years",0,182800
"19121","Latvia",1996,"female","55-74 years",61,319600
"19122","Latvia",1996,"female","75+ years",24,88100
"19123","Latvia",1996,"male","15-24 years",66,169500
"19124","Latvia",1996,"male","25-34 years",116,181700
"19125","Latvia",1996,"male","35-54 years",305,310400
"19126","Latvia",1996,"male","5-14 years",4,190700
"19127","Latvia",1996,"male","55-74 years",219,205100
"19128","Latvia",1996,"male","75+ years",31,30700
"19129","Latvia",1997,"female","15-24 years",9,163400
"19130","Latvia",1997,"female","25-34 years",18,172900
"19131","Latvia",1997,"female","35-54 years",57,344200
"19132","Latvia",1997,"female","5-14 years",3,180100
"19133","Latvia",1997,"female","55-74 years",63,320000
"19134","Latvia",1997,"female","75+ years",30,89500
"19135","Latvia",1997,"male","15-24 years",65,168500
"19136","Latvia",1997,"male","25-34 years",108,180100
"19137","Latvia",1997,"male","35-54 years",295,310700
"19138","Latvia",1997,"male","5-14 years",2,188000
"19139","Latvia",1997,"male","55-74 years",201,206400
"19140","Latvia",1997,"male","75+ years",35,30900
"19141","Latvia",1998,"female","15-24 years",14,165000
"19142","Latvia",1998,"female","25-34 years",14,169800
"19143","Latvia",1998,"female","35-54 years",61,344600
"19144","Latvia",1998,"female","5-14 years",1,175100
"19145","Latvia",1998,"female","55-74 years",47,317300
"19146","Latvia",1998,"female","75+ years",24,91900
"19147","Latvia",1998,"male","15-24 years",58,169800
"19148","Latvia",1998,"male","25-34 years",105,178200
"19149","Latvia",1998,"male","35-54 years",309,312200
"19150","Latvia",1998,"male","5-14 years",5,182700
"19151","Latvia",1998,"male","55-74 years",174,206400
"19152","Latvia",1998,"male","75+ years",27,31100
"19153","Latvia",1999,"female","15-24 years",13,167800
"19154","Latvia",1999,"female","25-34 years",11,167600
"19155","Latvia",1999,"female","35-54 years",61,346100
"19156","Latvia",1999,"female","5-14 years",0,168100
"19157","Latvia",1999,"female","55-74 years",56,313200
"19158","Latvia",1999,"female","75+ years",29,94900
"19159","Latvia",1999,"male","15-24 years",40,172300
"19160","Latvia",1999,"male","25-34 years",94,176600
"19161","Latvia",1999,"male","35-54 years",255,314600
"19162","Latvia",1999,"male","5-14 years",1,175500
"19163","Latvia",1999,"male","55-74 years",172,205100
"19164","Latvia",1999,"male","75+ years",31,31600
"19165","Latvia",2000,"female","15-24 years",8,166955
"19166","Latvia",2000,"female","25-34 years",15,161770
"19167","Latvia",2000,"female","35-54 years",39,339942
"19168","Latvia",2000,"female","5-14 years",1,158092
"19169","Latvia",2000,"female","55-74 years",58,307216
"19170","Latvia",2000,"female","75+ years",31,97263
"19171","Latvia",2000,"male","15-24 years",53,173170
"19172","Latvia",2000,"male","25-34 years",83,161888
"19173","Latvia",2000,"male","35-54 years",265,306512
"19174","Latvia",2000,"male","5-14 years",5,164874
"19175","Latvia",2000,"male","55-74 years",175,203290
"19176","Latvia",2000,"male","75+ years",37,31135
"19177","Latvia",2001,"female","15-24 years",6,167768
"19178","Latvia",2001,"female","25-34 years",13,160340
"19179","Latvia",2001,"female","35-54 years",42,338359
"19180","Latvia",2001,"female","5-14 years",0,148500
"19181","Latvia",2001,"female","55-74 years",47,300986
"19182","Latvia",2001,"female","75+ years",29,100320
"19183","Latvia",2001,"male","15-24 years",44,173897
"19184","Latvia",2001,"male","25-34 years",85,160466
"19185","Latvia",2001,"male","35-54 years",252,305252
"19186","Latvia",2001,"male","5-14 years",3,154873
"19187","Latvia",2001,"male","55-74 years",165,199825
"19188","Latvia",2001,"male","75+ years",22,31641
"19189","Latvia",2002,"female","15-24 years",7,169582
"19190","Latvia",2002,"female","25-34 years",14,158474
"19191","Latvia",2002,"female","35-54 years",43,336675
"19192","Latvia",2002,"female","5-14 years",0,138317
"19193","Latvia",2002,"female","55-74 years",59,296380
"19194","Latvia",2002,"female","75+ years",26,103384
"19195","Latvia",2002,"male","15-24 years",53,175356
"19196","Latvia",2002,"male","25-34 years",71,158594
"19197","Latvia",2002,"male","35-54 years",229,303155
"19198","Latvia",2002,"male","5-14 years",4,144604
"19199","Latvia",2002,"male","55-74 years",140,196893
"19200","Latvia",2002,"male","75+ years",24,33070
"19201","Latvia",2003,"female","15-24 years",9,171186
"19202","Latvia",2003,"female","25-34 years",14,156812
"19203","Latvia",2003,"female","35-54 years",35,334360
"19204","Latvia",2003,"female","5-14 years",1,128691
"19205","Latvia",2003,"female","55-74 years",41,292959
"19206","Latvia",2003,"female","75+ years",22,106496
"19207","Latvia",2003,"male","15-24 years",44,177321
"19208","Latvia",2003,"male","25-34 years",72,157209
"19209","Latvia",2003,"male","35-54 years",204,300736
"19210","Latvia",2003,"male","5-14 years",3,134548
"19211","Latvia",2003,"male","55-74 years",125,194721
"19212","Latvia",2003,"male","75+ years",34,35172
"19213","Latvia",2004,"female","15-24 years",7,171538
"19214","Latvia",2004,"female","25-34 years",13,154752
"19215","Latvia",2004,"female","35-54 years",23,330282
"19216","Latvia",2004,"female","5-14 years",0,119911
"19217","Latvia",2004,"female","55-74 years",38,290735
"19218","Latvia",2004,"female","75+ years",25,108979
"19219","Latvia",2004,"male","15-24 years",40,178336
"19220","Latvia",2004,"male","25-34 years",60,155780
"19221","Latvia",2004,"male","35-54 years",191,297946
"19222","Latvia",2004,"male","5-14 years",2,125144
"19223","Latvia",2004,"male","55-74 years",136,193166
"19224","Latvia",2004,"male","75+ years",28,36908
"19225","Latvia",2005,"female","15-24 years",6,170913
"19226","Latvia",2005,"female","25-34 years",5,152448
"19227","Latvia",2005,"female","35-54 years",32,326705
"19228","Latvia",2005,"female","5-14 years",1,112115
"19229","Latvia",2005,"female","55-74 years",44,288859
"19230","Latvia",2005,"female","75+ years",31,111427
"19231","Latvia",2005,"male","15-24 years",45,178042
"19232","Latvia",2005,"male","25-34 years",81,154334
"19233","Latvia",2005,"male","35-54 years",182,295853
"19234","Latvia",2005,"male","5-14 years",4,117087
"19235","Latvia",2005,"male","55-74 years",114,191534
"19236","Latvia",2005,"male","75+ years",19,38514
"19237","Latvia",2006,"female","15-24 years",1,169332
"19238","Latvia",2006,"female","25-34 years",8,149998
"19239","Latvia",2006,"female","35-54 years",22,324446
"19240","Latvia",2006,"female","5-14 years",0,105387
"19241","Latvia",2006,"female","55-74 years",27,286922
"19242","Latvia",2006,"female","75+ years",22,114051
"19243","Latvia",2006,"male","15-24 years",49,176712
"19244","Latvia",2006,"male","25-34 years",61,153004
"19245","Latvia",2006,"male","35-54 years",167,294935
"19246","Latvia",2006,"male","5-14 years",0,110168
"19247","Latvia",2006,"male","55-74 years",102,190032
"19248","Latvia",2006,"male","75+ years",28,40228
"19249","Latvia",2007,"female","15-24 years",6,166758
"19250","Latvia",2007,"female","25-34 years",7,148231
"19251","Latvia",2007,"female","35-54 years",26,321956
"19252","Latvia",2007,"female","5-14 years",2,99706
"19253","Latvia",2007,"female","55-74 years",27,285141
"19254","Latvia",2007,"female","75+ years",27,116189
"19255","Latvia",2007,"male","15-24 years",32,174288
"19256","Latvia",2007,"male","25-34 years",58,152449
"19257","Latvia",2007,"male","35-54 years",143,294462
"19258","Latvia",2007,"male","5-14 years",1,104290
"19259","Latvia",2007,"male","55-74 years",85,188774
"19260","Latvia",2007,"male","75+ years",39,41634
"19261","Latvia",2008,"female","15-24 years",7,161440
"19262","Latvia",2008,"female","25-34 years",8,147186
"19263","Latvia",2008,"female","35-54 years",25,318667
"19264","Latvia",2008,"female","5-14 years",1,95665
"19265","Latvia",2008,"female","55-74 years",32,282972
"19266","Latvia",2008,"female","75+ years",27,117905
"19267","Latvia",2008,"male","15-24 years",39,168486
"19268","Latvia",2008,"male","25-34 years",74,151948
"19269","Latvia",2008,"male","35-54 years",161,292840
"19270","Latvia",2008,"male","5-14 years",1,100371
"19271","Latvia",2008,"male","55-74 years",118,187587
"19272","Latvia",2008,"male","75+ years",34,42462
"19273","Latvia",2009,"female","15-24 years",3,152210
"19274","Latvia",2009,"female","25-34 years",8,145144
"19275","Latvia",2009,"female","35-54 years",33,313995
"19276","Latvia",2009,"female","5-14 years",0,93081
"19277","Latvia",2009,"female","55-74 years",30,281813
"19278","Latvia",2009,"female","75+ years",26,119092
"19279","Latvia",2009,"male","15-24 years",38,158564
"19280","Latvia",2009,"male","25-34 years",67,149365
"19281","Latvia",2009,"male","35-54 years",167,288988
"19282","Latvia",2009,"male","5-14 years",0,98005
"19283","Latvia",2009,"male","55-74 years",114,187062
"19284","Latvia",2009,"male","75+ years",30,42997
"19285","Latvia",2010,"female","15-24 years",4,141468
"19286","Latvia",2010,"female","25-34 years",2,141714
"19287","Latvia",2010,"female","35-54 years",17,308180
"19288","Latvia",2010,"female","5-14 years",0,91477
"19289","Latvia",2010,"female","55-74 years",29,281172
"19290","Latvia",2010,"female","75+ years",10,120367
"19291","Latvia",2010,"male","15-24 years",34,147429
"19292","Latvia",2010,"male","25-34 years",59,145331
"19293","Latvia",2010,"male","35-54 years",153,283732
"19294","Latvia",2010,"male","5-14 years",0,96293
"19295","Latvia",2010,"male","55-74 years",105,187076
"19296","Latvia",2010,"male","75+ years",25,43667
"19297","Latvia",2011,"female","15-24 years",5,131378
"19298","Latvia",2011,"female","25-34 years",9,139013
"19299","Latvia",2011,"female","35-54 years",18,302492
"19300","Latvia",2011,"female","5-14 years",0,91316
"19301","Latvia",2011,"female","55-74 years",21,279774
"19302","Latvia",2011,"female","75+ years",22,122500
"19303","Latvia",2011,"male","15-24 years",38,137623
"19304","Latvia",2011,"male","25-34 years",56,142828
"19305","Latvia",2011,"male","35-54 years",137,278936
"19306","Latvia",2011,"male","5-14 years",0,95939
"19307","Latvia",2011,"male","55-74 years",99,187046
"19308","Latvia",2011,"male","75+ years",35,44766
"19309","Latvia",2012,"female","15-24 years",6,122407
"19310","Latvia",2012,"female","25-34 years",5,138307
"19311","Latvia",2012,"female","35-54 years",22,297148
"19312","Latvia",2012,"female","5-14 years",0,92440
"19313","Latvia",2012,"female","55-74 years",18,278027
"19314","Latvia",2012,"female","75+ years",22,125246
"19315","Latvia",2012,"male","15-24 years",34,129182
"19316","Latvia",2012,"male","25-34 years",50,142886
"19317","Latvia",2012,"male","35-54 years",164,275218
"19318","Latvia",2012,"male","5-14 years",1,97001
"19319","Latvia",2012,"male","55-74 years",97,187386
"19320","Latvia",2012,"male","75+ years",25,46273
"19321","Latvia",2013,"female","15-24 years",2,113955
"19322","Latvia",2013,"female","25-34 years",6,137922
"19323","Latvia",2013,"female","35-54 years",19,291387
"19324","Latvia",2013,"female","5-14 years",0,94300
"19325","Latvia",2013,"female","55-74 years",23,276381
"19326","Latvia",2013,"female","75+ years",11,128209
"19327","Latvia",2013,"male","15-24 years",17,120698
"19328","Latvia",2013,"male","25-34 years",53,143497
"19329","Latvia",2013,"male","35-54 years",128,270844
"19330","Latvia",2013,"male","5-14 years",1,98867
"19331","Latvia",2013,"male","55-74 years",92,188374
"19332","Latvia",2013,"male","75+ years",31,48030
"19333","Latvia",2014,"female","15-24 years",6,106420
"19334","Latvia",2014,"female","25-34 years",10,137117
"19335","Latvia",2014,"female","35-54 years",16,285454
"19336","Latvia",2014,"female","5-14 years",0,95858
"19337","Latvia",2014,"female","55-74 years",20,275103
"19338","Latvia",2014,"female","75+ years",19,131335
"19339","Latvia",2014,"male","15-24 years",31,112758
"19340","Latvia",2014,"male","25-34 years",45,143777
"19341","Latvia",2014,"male","35-54 years",113,266548
"19342","Latvia",2014,"male","5-14 years",0,100453
"19343","Latvia",2014,"male","55-74 years",93,189439
"19344","Latvia",2014,"male","75+ years",29,49779
"19345","Latvia",2015,"female","15-24 years",3,100065
"19346","Latvia",2015,"female","25-34 years",2,136399
"19347","Latvia",2015,"female","35-54 years",24,279553
"19348","Latvia",2015,"female","5-14 years",0,96070
"19349","Latvia",2015,"female","55-74 years",30,274200
"19350","Latvia",2015,"female","75+ years",22,134138
"19351","Latvia",2015,"male","15-24 years",24,105890
"19352","Latvia",2015,"male","25-34 years",48,143639
"19353","Latvia",2015,"male","35-54 years",106,262740
"19354","Latvia",2015,"male","5-14 years",1,100914
"19355","Latvia",2015,"male","55-74 years",94,190621
"19356","Latvia",2015,"male","75+ years",33,51293
"19357","Lithuania",1981,"female","15-24 years",13,284400
"19358","Lithuania",1981,"female","25-34 years",24,244800
"19359","Lithuania",1981,"female","35-54 years",80,479000
"19360","Lithuania",1981,"female","5-14 years",0,267100
"19361","Lithuania",1981,"female","55-74 years",56,313300
"19362","Lithuania",1981,"female","75+ years",22,101300
"19363","Lithuania",1981,"male","15-24 years",100,294200
"19364","Lithuania",1981,"male","25-34 years",214,239300
"19365","Lithuania",1981,"male","35-54 years",442,420100
"19366","Lithuania",1981,"male","5-14 years",5,276200
"19367","Lithuania",1981,"male","55-74 years",160,199300
"19368","Lithuania",1981,"male","75+ years",39,53100
"19369","Lithuania",1982,"female","15-24 years",18,286900
"19370","Lithuania",1982,"female","25-34 years",27,250900
"19371","Lithuania",1982,"female","35-54 years",92,475100
"19372","Lithuania",1982,"female","5-14 years",0,266700
"19373","Lithuania",1982,"female","55-74 years",65,318000
"19374","Lithuania",1982,"female","75+ years",23,104200
"19375","Lithuania",1982,"male","15-24 years",103,296000
"19376","Lithuania",1982,"male","25-34 years",190,244500
"19377","Lithuania",1982,"male","35-54 years",430,418700
"19378","Lithuania",1982,"male","5-14 years",10,276500
"19379","Lithuania",1982,"male","55-74 years",159,200700
"19380","Lithuania",1982,"male","75+ years",56,56100
"19381","Lithuania",1985,"female","15-24 years",17,279400
"19382","Lithuania",1985,"female","25-34 years",47,271100
"19383","Lithuania",1985,"female","35-54 years",90,473300
"19384","Lithuania",1985,"female","5-14 years",0,264000
"19385","Lithuania",1985,"female","55-74 years",59,338600
"19386","Lithuania",1985,"female","75+ years",29,111900
"19387","Lithuania",1985,"male","15-24 years",78,290900
"19388","Lithuania",1985,"male","25-34 years",214,267500
"19389","Lithuania",1985,"male","35-54 years",443,419400
"19390","Lithuania",1985,"male","5-14 years",3,273200
"19391","Lithuania",1985,"male","55-74 years",184,216800
"19392","Lithuania",1985,"male","75+ years",44,59800
"19393","Lithuania",1986,"female","15-24 years",11,275800
"19394","Lithuania",1986,"female","25-34 years",24,278500
"19395","Lithuania",1986,"female","35-54 years",78,474400
"19396","Lithuania",1986,"female","5-14 years",2,262600
"19397","Lithuania",1986,"female","55-74 years",54,346200
"19398","Lithuania",1986,"female","75+ years",23,114200
"19399","Lithuania",1986,"male","15-24 years",74,289600
"19400","Lithuania",1986,"male","25-34 years",121,275500
"19401","Lithuania",1986,"male","35-54 years",334,422100
"19402","Lithuania",1986,"male","5-14 years",4,271400
"19403","Lithuania",1986,"male","55-74 years",138,224100
"19404","Lithuania",1986,"male","75+ years",47,59300
"19405","Lithuania",1987,"female","15-24 years",23,273100
"19406","Lithuania",1987,"female","25-34 years",21,285400
"19407","Lithuania",1987,"female","35-54 years",63,475000
"19408","Lithuania",1987,"female","5-14 years",3,261700
"19409","Lithuania",1987,"female","55-74 years",72,354000
"19410","Lithuania",1987,"female","75+ years",36,116900
"19411","Lithuania",1987,"male","15-24 years",65,289000
"19412","Lithuania",1987,"male","25-34 years",150,283500
"19413","Lithuania",1987,"male","35-54 years",381,424900
"19414","Lithuania",1987,"male","5-14 years",5,270100
"19415","Lithuania",1987,"male","55-74 years",185,231600
"19416","Lithuania",1987,"male","75+ years",46,59100
"19417","Lithuania",1988,"female","15-24 years",13,271800
"19418","Lithuania",1988,"female","25-34 years",27,291400
"19419","Lithuania",1988,"female","35-54 years",81,475100
"19420","Lithuania",1988,"female","5-14 years",0,262900
"19421","Lithuania",1988,"female","55-74 years",75,361900
"19422","Lithuania",1988,"female","75+ years",38,118800
"19423","Lithuania",1988,"male","15-24 years",69,289100
"19424","Lithuania",1988,"male","25-34 years",147,291400
"19425","Lithuania",1988,"male","35-54 years",350,427700
"19426","Lithuania",1988,"male","5-14 years",3,271200
"19427","Lithuania",1988,"male","55-74 years",132,239200
"19428","Lithuania",1988,"male","75+ years",34,58700
"19429","Lithuania",1989,"female","15-24 years",20,270979
"19430","Lithuania",1989,"female","25-34 years",22,295674
"19431","Lithuania",1989,"female","35-54 years",64,475738
"19432","Lithuania",1989,"female","5-14 years",1,265589
"19433","Lithuania",1989,"female","55-74 years",54,368955
"19434","Lithuania",1989,"female","75+ years",28,120270
"19435","Lithuania",1989,"male","15-24 years",63,287325
"19436","Lithuania",1989,"male","25-34 years",161,297583
"19437","Lithuania",1989,"male","35-54 years",386,429658
"19438","Lithuania",1989,"male","5-14 years",5,273853
"19439","Lithuania",1989,"male","55-74 years",157,246652
"19440","Lithuania",1989,"male","75+ years",37,58433
"19441","Lithuania",1990,"female","15-24 years",11,270007
"19442","Lithuania",1990,"female","25-34 years",22,296816
"19443","Lithuania",1990,"female","35-54 years",60,476383
"19444","Lithuania",1990,"female","5-14 years",1,267788
"19445","Lithuania",1990,"female","55-74 years",66,375786
"19446","Lithuania",1990,"female","75+ years",30,120051
"19447","Lithuania",1990,"male","15-24 years",51,284223
"19448","Lithuania",1990,"male","25-34 years",149,300256
"19449","Lithuania",1990,"male","35-54 years",359,431107
"19450","Lithuania",1990,"male","5-14 years",3,276213
"19451","Lithuania",1990,"male","55-74 years",183,252488
"19452","Lithuania",1990,"male","75+ years",32,56992
"19453","Lithuania",1991,"female","15-24 years",22,268752
"19454","Lithuania",1991,"female","25-34 years",24,296022
"19455","Lithuania",1991,"female","35-54 years",81,475861
"19456","Lithuania",1991,"female","5-14 years",1,269818
"19457","Lithuania",1991,"female","55-74 years",69,384378
"19458","Lithuania",1991,"female","75+ years",24,118271
"19459","Lithuania",1991,"male","15-24 years",77,281367
"19460","Lithuania",1991,"male","25-34 years",185,301147
"19461","Lithuania",1991,"male","35-54 years",403,431047
"19462","Lithuania",1991,"male","5-14 years",3,278721
"19463","Lithuania",1991,"male","55-74 years",219,259176
"19464","Lithuania",1991,"male","75+ years",33,54974
"19465","Lithuania",1992,"female","15-24 years",19,266418
"19466","Lithuania",1992,"female","25-34 years",24,293257
"19467","Lithuania",1992,"female","35-54 years",80,475245
"19468","Lithuania",1992,"female","5-14 years",2,271082
"19469","Lithuania",1992,"female","55-74 years",113,393165
"19470","Lithuania",1992,"female","75+ years",33,115695
"19471","Lithuania",1992,"male","15-24 years",83,278050
"19472","Lithuania",1992,"male","25-34 years",173,299836
"19473","Lithuania",1992,"male","35-54 years",477,431056
"19474","Lithuania",1992,"male","5-14 years",4,280482
"19475","Lithuania",1992,"male","55-74 years",243,265188
"19476","Lithuania",1992,"male","75+ years",41,52759
"19477","Lithuania",1993,"female","15-24 years",18,263504
"19478","Lithuania",1993,"female","25-34 years",31,287826
"19479","Lithuania",1993,"female","35-54 years",102,476082
"19480","Lithuania",1993,"female","5-14 years",1,270988
"19481","Lithuania",1993,"female","55-74 years",99,400985
"19482","Lithuania",1993,"female","75+ years",22,112294
"19483","Lithuania",1993,"male","15-24 years",126,274804
"19484","Lithuania",1993,"male","25-34 years",217,294957
"19485","Lithuania",1993,"male","35-54 years",575,431920
"19486","Lithuania",1993,"male","5-14 years",7,280449
"19487","Lithuania",1993,"male","55-74 years",312,269891
"19488","Lithuania",1993,"male","75+ years",50,50134
"19489","Lithuania",1994,"female","15-24 years",32,260541
"19490","Lithuania",1994,"female","25-34 years",24,281644
"19491","Lithuania",1994,"female","35-54 years",93,478334
"19492","Lithuania",1994,"female","5-14 years",1,269863
"19493","Lithuania",1994,"female","55-74 years",85,406436
"19494","Lithuania",1994,"female","75+ years",27,109892
"19495","Lithuania",1994,"male","15-24 years",127,270294
"19496","Lithuania",1994,"male","25-34 years",263,289509
"19497","Lithuania",1994,"male","35-54 years",658,433645
"19498","Lithuania",1994,"male","5-14 years",7,279711
"19499","Lithuania",1994,"male","55-74 years",329,272882
"19500","Lithuania",1994,"male","75+ years",54,47979
"19501","Lithuania",1995,"female","15-24 years",20,256623
"19502","Lithuania",1995,"female","25-34 years",33,276055
"19503","Lithuania",1995,"female","35-54 years",113,481445
"19504","Lithuania",1995,"female","5-14 years",2,268965
"19505","Lithuania",1995,"female","55-74 years",101,408926
"19506","Lithuania",1995,"female","75+ years",37,109609
"19507","Lithuania",1995,"male","15-24 years",134,263792
"19508","Lithuania",1995,"male","25-34 years",226,284758
"19509","Lithuania",1995,"male","35-54 years",632,436306
"19510","Lithuania",1995,"male","5-14 years",4,279260
"19511","Lithuania",1995,"male","55-74 years",325,274196
"19512","Lithuania",1995,"male","75+ years",67,47214
"19513","Lithuania",1996,"female","15-24 years",20,251718
"19514","Lithuania",1996,"female","25-34 years",27,271013
"19515","Lithuania",1996,"female","35-54 years",129,484132
"19516","Lithuania",1996,"female","5-14 years",1,268801
"19517","Lithuania",1996,"female","55-74 years",118,410808
"19518","Lithuania",1996,"female","75+ years",39,110913
"19519","Lithuania",1996,"male","15-24 years",147,257675
"19520","Lithuania",1996,"male","25-34 years",196,278848
"19521","Lithuania",1996,"male","35-54 years",664,438770
"19522","Lithuania",1996,"male","5-14 years",5,279323
"19523","Lithuania",1996,"male","55-74 years",336,275843
"19524","Lithuania",1996,"male","75+ years",40,47319
"19525","Lithuania",1997,"female","15-24 years",17,247246
"19526","Lithuania",1997,"female","25-34 years",31,266372
"19527","Lithuania",1997,"female","35-54 years",109,485204
"19528","Lithuania",1997,"female","5-14 years",4,268373
"19529","Lithuania",1997,"female","55-74 years",94,412839
"19530","Lithuania",1997,"female","75+ years",29,113485
"19531","Lithuania",1997,"male","15-24 years",144,252818
"19532","Lithuania",1997,"male","25-34 years",231,272292
"19533","Lithuania",1997,"male","35-54 years",637,440546
"19534","Lithuania",1997,"male","5-14 years",3,279223
"19535","Lithuania",1997,"male","55-74 years",294,277983
"19536","Lithuania",1997,"male","75+ years",39,47892
"19537","Lithuania",1998,"female","15-24 years",22,244923
"19538","Lithuania",1998,"female","25-34 years",18,261722
"19539","Lithuania",1998,"female","35-54 years",107,486222
"19540","Lithuania",1998,"female","5-14 years",1,265436
"19541","Lithuania",1998,"female","55-74 years",80,412652
"19542","Lithuania",1998,"female","75+ years",40,117165
"19543","Lithuania",1998,"male","15-24 years",112,250687
"19544","Lithuania",1998,"male","25-34 years",222,265304
"19545","Lithuania",1998,"male","35-54 years",557,442825
"19546","Lithuania",1998,"male","5-14 years",2,276408
"19547","Lithuania",1998,"male","55-74 years",345,278617
"19548","Lithuania",1998,"male","75+ years",47,49012
"19549","Lithuania",1999,"female","15-24 years",24,244706
"19550","Lithuania",1999,"female","25-34 years",22,256587
"19551","Lithuania",1999,"female","35-54 years",97,489403
"19552","Lithuania",1999,"female","5-14 years",1,259230
"19553","Lithuania",1999,"female","55-74 years",84,409039
"19554","Lithuania",1999,"female","75+ years",37,121573
"19555","Lithuania",1999,"male","15-24 years",129,251394
"19556","Lithuania",1999,"male","25-34 years",224,257244
"19557","Lithuania",1999,"male","35-54 years",592,446764
"19558","Lithuania",1999,"male","5-14 years",8,270111
"19559","Lithuania",1999,"male","55-74 years",284,277228
"19560","Lithuania",1999,"male","75+ years",48,50173
"19561","Lithuania",2000,"female","15-24 years",25,245035
"19562","Lithuania",2000,"female","25-34 years",31,252324
"19563","Lithuania",2000,"female","35-54 years",121,493992
"19564","Lithuania",2000,"female","5-14 years",0,251399
"19565","Lithuania",2000,"female","55-74 years",101,405061
"19566","Lithuania",2000,"female","75+ years",36,124608
"19567","Lithuania",2000,"male","15-24 years",131,252489
"19568","Lithuania",2000,"male","25-34 years",221,249865
"19569","Lithuania",2000,"male","35-54 years",595,451103
"19570","Lithuania",2000,"male","5-14 years",6,262637
"19571","Lithuania",2000,"male","55-74 years",324,276055
"19572","Lithuania",2000,"male","75+ years",40,50557
"19573","Lithuania",2001,"female","15-24 years",18,245848
"19574","Lithuania",2001,"female","25-34 years",19,247712
"19575","Lithuania",2001,"female","35-54 years",113,496684
"19576","Lithuania",2001,"female","5-14 years",1,241864
"19577","Lithuania",2001,"female","55-74 years",87,402028
"19578","Lithuania",2001,"female","75+ years",40,128791
"19579","Lithuania",2001,"male","15-24 years",119,253439
"19580","Lithuania",2001,"male","25-34 years",190,243174
"19581","Lithuania",2001,"male","35-54 years",559,453841
"19582","Lithuania",2001,"male","5-14 years",8,252622
"19583","Lithuania",2001,"male","55-74 years",322,276422
"19584","Lithuania",2001,"male","75+ years",57,51713
"19585","Lithuania",2002,"female","15-24 years",15,247514
"19586","Lithuania",2002,"female","25-34 years",28,242244
"19587","Lithuania",2002,"female","35-54 years",74,498421
"19588","Lithuania",2002,"female","5-14 years",1,230997
"19589","Lithuania",2002,"female","55-74 years",85,399066
"19590","Lithuania",2002,"female","75+ years",39,135785
"19591","Lithuania",2002,"male","15-24 years",156,255044
"19592","Lithuania",2002,"male","25-34 years",204,237814
"19593","Lithuania",2002,"male","35-54 years",613,456468
"19594","Lithuania",2002,"male","5-14 years",4,240849
"19595","Lithuania",2002,"male","55-74 years",285,275961
"19596","Lithuania",2002,"male","75+ years",47,54325
"19597","Lithuania",2003,"female","15-24 years",11,247710
"19598","Lithuania",2003,"female","25-34 years",24,237053
"19599","Lithuania",2003,"female","35-54 years",111,499080
"19600","Lithuania",2003,"female","5-14 years",2,220424
"19601","Lithuania",2003,"female","55-74 years",72,396850
"19602","Lithuania",2003,"female","75+ years",36,143383
"19603","Lithuania",2003,"male","15-24 years",122,255707
"19604","Lithuania",2003,"male","25-34 years",205,233362
"19605","Lithuania",2003,"male","35-54 years",529,458658
"19606","Lithuania",2003,"male","5-14 years",2,230665
"19607","Lithuania",2003,"male","55-74 years",288,274066
"19608","Lithuania",2003,"male","75+ years",53,57169
"19609","Lithuania",2004,"female","15-24 years",19,245226
"19610","Lithuania",2004,"female","25-34 years",24,231241
"19611","Lithuania",2004,"female","35-54 years",98,496461
"19612","Lithuania",2004,"female","5-14 years",1,210788
"19613","Lithuania",2004,"female","55-74 years",73,395331
"19614","Lithuania",2004,"female","75+ years",41,150000
"19615","Lithuania",2004,"male","15-24 years",115,254022
"19616","Lithuania",2004,"male","25-34 years",193,227897
