"","country","year","sex","age","suicides_no","population"
"19617","Lithuania",2004,"male","35-54 years",491,457735
"19618","Lithuania",2004,"male","5-14 years",6,221380
"19619","Lithuania",2004,"male","55-74 years",271,272871
"19620","Lithuania",2004,"male","75+ years",48,60017
"19621","Lithuania",2005,"female","15-24 years",11,240386
"19622","Lithuania",2005,"female","25-34 years",19,223982
"19623","Lithuania",2005,"female","35-54 years",84,492082
"19624","Lithuania",2005,"female","5-14 years",1,200467
"19625","Lithuania",2005,"female","55-74 years",86,393282
"19626","Lithuania",2005,"female","75+ years",34,154994
"19627","Lithuania",2005,"male","15-24 years",100,249053
"19628","Lithuania",2005,"male","25-34 years",172,221170
"19629","Lithuania",2005,"male","35-54 years",469,453800
"19630","Lithuania",2005,"male","5-14 years",2,211022
"19631","Lithuania",2005,"male","55-74 years",289,271641
"19632","Lithuania",2005,"male","75+ years",52,62849
"19633","Lithuania",2006,"female","15-24 years",10,236885
"19634","Lithuania",2006,"female","25-34 years",19,217069
"19635","Lithuania",2006,"female","35-54 years",70,488597
"19636","Lithuania",2006,"female","5-14 years",1,189257
"19637","Lithuania",2006,"female","55-74 years",59,390589
"19638","Lithuania",2006,"female","75+ years",37,159540
"19639","Lithuania",2006,"male","15-24 years",97,244528
"19640","Lithuania",2006,"male","25-34 years",96,214726
"19641","Lithuania",2006,"male","35-54 years",366,450132
"19642","Lithuania",2006,"male","5-14 years",5,199438
"19643","Lithuania",2006,"male","55-74 years",238,269578
"19644","Lithuania",2006,"male","75+ years",51,65428
"19645","Lithuania",2007,"female","15-24 years",10,236177
"19646","Lithuania",2007,"female","25-34 years",17,212154
"19647","Lithuania",2007,"female","35-54 years",60,485943
"19648","Lithuania",2007,"female","5-14 years",4,177982
"19649","Lithuania",2007,"female","55-74 years",46,387684
"19650","Lithuania",2007,"female","75+ years",40,164150
"19651","Lithuania",2007,"male","15-24 years",101,243589
"19652","Lithuania",2007,"male","25-34 years",146,210164
"19653","Lithuania",2007,"male","35-54 years",326,447405
"19654","Lithuania",2007,"male","5-14 years",4,187735
"19655","Lithuania",2007,"male","55-74 years",220,267333
"19656","Lithuania",2007,"male","75+ years",51,67551
"19657","Lithuania",2008,"female","15-24 years",17,234198
"19658","Lithuania",2008,"female","25-34 years",15,208792
"19659","Lithuania",2008,"female","35-54 years",65,483453
"19660","Lithuania",2008,"female","5-14 years",0,167804
"19661","Lithuania",2008,"female","55-74 years",60,384300
"19662","Lithuania",2008,"female","75+ years",36,168662
"19663","Lithuania",2008,"male","15-24 years",114,242106
"19664","Lithuania",2008,"male","25-34 years",155,207780
"19665","Lithuania",2008,"male","35-54 years",401,444829
"19666","Lithuania",2008,"male","5-14 years",2,177345
"19667","Lithuania",2008,"male","55-74 years",190,264954
"19668","Lithuania",2008,"male","75+ years",56,69533
"19669","Lithuania",2009,"female","15-24 years",16,229147
"19670","Lithuania",2009,"female","25-34 years",15,205781
"19671","Lithuania",2009,"female","35-54 years",65,480247
"19672","Lithuania",2009,"female","5-14 years",2,160188
"19673","Lithuania",2009,"female","55-74 years",48,381948
"19674","Lithuania",2009,"female","75+ years",40,172277
"19675","Lithuania",2009,"male","15-24 years",109,237032
"19676","Lithuania",2009,"male","25-34 years",116,205749
"19677","Lithuania",2009,"male","35-54 years",428,440281
"19678","Lithuania",2009,"male","5-14 years",3,169250
"19679","Lithuania",2009,"male","55-74 years",239,263507
"19680","Lithuania",2009,"male","75+ years",57,71090
"19681","Lithuania",2010,"female","15-24 years",14,218961
"19682","Lithuania",2010,"female","25-34 years",11,196906
"19683","Lithuania",2010,"female","35-54 years",72,471491
"19684","Lithuania",2010,"female","5-14 years",1,153084
"19685","Lithuania",2010,"female","55-74 years",50,380465
"19686","Lithuania",2010,"female","75+ years",41,175611
"19687","Lithuania",2010,"male","15-24 years",93,227810
"19688","Lithuania",2010,"male","25-34 years",110,198028
"19689","Lithuania",2010,"male","35-54 years",357,430396
"19690","Lithuania",2010,"male","5-14 years",1,161599
"19691","Lithuania",2010,"male","55-74 years",219,262907
"19692","Lithuania",2010,"male","75+ years",49,72479
"19693","Lithuania",2011,"female","15-24 years",10,207726
"19694","Lithuania",2011,"female","25-34 years",17,187312
"19695","Lithuania",2011,"female","35-54 years",67,460566
"19696","Lithuania",2011,"female","5-14 years",1,146411
"19697","Lithuania",2011,"female","55-74 years",68,378929
"19698","Lithuania",2011,"female","75+ years",38,179526
"19699","Lithuania",2011,"male","15-24 years",74,217769
"19700","Lithuania",2011,"male","25-34 years",124,189937
"19701","Lithuania",2011,"male","35-54 years",349,420391
"19702","Lithuania",2011,"male","5-14 years",1,154519
"19703","Lithuania",2011,"male","55-74 years",213,262391
"19704","Lithuania",2011,"male","75+ years",56,74328
"19705","Lithuania",2012,"female","15-24 years",8,199629
"19706","Lithuania",2012,"female","25-34 years",10,183799
"19707","Lithuania",2012,"female","35-54 years",74,451819
"19708","Lithuania",2012,"female","5-14 years",0,141261
"19709","Lithuania",2012,"female","55-74 years",45,378541
"19710","Lithuania",2012,"female","75+ years",37,183510
"19711","Lithuania",2012,"male","15-24 years",64,209964
"19712","Lithuania",2012,"male","25-34 years",117,187811
"19713","Lithuania",2012,"male","35-54 years",321,413107
"19714","Lithuania",2012,"male","5-14 years",3,149055
"19715","Lithuania",2012,"male","55-74 years",195,263194
"19716","Lithuania",2012,"male","75+ years",53,76080
"19717","Lithuania",2013,"female","15-24 years",17,192772
"19718","Lithuania",2013,"female","25-34 years",22,182444
"19719","Lithuania",2013,"female","35-54 years",75,442140
"19720","Lithuania",2013,"female","5-14 years",3,137471
"19721","Lithuania",2013,"female","55-74 years",41,380096
"19722","Lithuania",2013,"female","75+ years",40,186711
"19723","Lithuania",2013,"male","15-24 years",96,203647
"19724","Lithuania",2013,"male","25-34 years",121,188010
"19725","Lithuania",2013,"male","35-54 years",382,405191
"19726","Lithuania",2013,"male","5-14 years",2,144800
"19727","Lithuania",2013,"male","55-74 years",223,265835
"19728","Lithuania",2013,"male","75+ years",63,77510
"19729","Lithuania",2014,"female","15-24 years",12,186406
"19730","Lithuania",2014,"female","25-34 years",11,182183
"19731","Lithuania",2014,"female","35-54 years",43,431495
"19732","Lithuania",2014,"female","5-14 years",3,135051
"19733","Lithuania",2014,"female","55-74 years",47,383128
"19734","Lithuania",2014,"female","75+ years",45,189437
"19735","Lithuania",2014,"male","15-24 years",88,197504
"19736","Lithuania",2014,"male","25-34 years",94,189300
"19737","Lithuania",2014,"male","35-54 years",309,396758
"19738","Lithuania",2014,"male","5-14 years",2,141934
"19739","Lithuania",2014,"male","55-74 years",204,269618
"19740","Lithuania",2014,"male","75+ years",72,78763
"19741","Lithuania",2015,"female","15-24 years",10,178882
"19742","Lithuania",2015,"female","25-34 years",17,182926
"19743","Lithuania",2015,"female","35-54 years",46,419841
"19744","Lithuania",2015,"female","5-14 years",3,133506
"19745","Lithuania",2015,"female","55-74 years",55,386892
"19746","Lithuania",2015,"female","75+ years",38,191358
"19747","Lithuania",2015,"male","15-24 years",66,188903
"19748","Lithuania",2015,"male","25-34 years",101,190800
"19749","Lithuania",2015,"male","35-54 years",275,387255
"19750","Lithuania",2015,"male","5-14 years",2,140115
"19751","Lithuania",2015,"male","55-74 years",216,273776
"19752","Lithuania",2015,"male","75+ years",67,79672
"19753","Lithuania",2016,"female","15-24 years",6,168917
"19754","Lithuania",2016,"female","25-34 years",8,182632
"19755","Lithuania",2016,"female","35-54 years",41,406249
"19756","Lithuania",2016,"female","5-14 years",0,132576
"19757","Lithuania",2016,"female","55-74 years",45,390385
"19758","Lithuania",2016,"female","75+ years",29,193001
"19759","Lithuania",2016,"male","15-24 years",41,177888
"19760","Lithuania",2016,"male","25-34 years",96,191346
"19761","Lithuania",2016,"male","35-54 years",266,376689
"19762","Lithuania",2016,"male","5-14 years",4,139278
"19763","Lithuania",2016,"male","55-74 years",212,277763
"19764","Lithuania",2016,"male","75+ years",78,80426
"19765","Luxembourg",1979,"female","15-24 years",2,28300
"19766","Luxembourg",1979,"female","25-34 years",4,26600
"19767","Luxembourg",1979,"female","35-54 years",11,47600
"19768","Luxembourg",1979,"female","5-14 years",0,24600
"19769","Luxembourg",1979,"female","55-74 years",6,37200
"19770","Luxembourg",1979,"female","75+ years",2,10800
"19771","Luxembourg",1979,"male","15-24 years",5,28400
"19772","Luxembourg",1979,"male","25-34 years",7,28300
"19773","Luxembourg",1979,"male","35-54 years",13,49200
"19774","Luxembourg",1979,"male","5-14 years",0,25700
"19775","Luxembourg",1979,"male","55-74 years",19,29300
"19776","Luxembourg",1979,"male","75+ years",4,5900
"19777","Luxembourg",1980,"female","15-24 years",0,28500
"19778","Luxembourg",1980,"female","25-34 years",2,27100
"19779","Luxembourg",1980,"female","35-54 years",9,47700
"19780","Luxembourg",1980,"female","5-14 years",0,23800
"19781","Luxembourg",1980,"female","55-74 years",1,37200
"19782","Luxembourg",1980,"female","75+ years",0,11200
"19783","Luxembourg",1980,"male","15-24 years",3,28800
"19784","Luxembourg",1980,"male","25-34 years",3,29000
"19785","Luxembourg",1980,"male","35-54 years",16,49800
"19786","Luxembourg",1980,"male","5-14 years",0,24900
"19787","Luxembourg",1980,"male","55-74 years",8,29000
"19788","Luxembourg",1980,"male","75+ years",5,6200
"19789","Luxembourg",1981,"female","15-24 years",0,28500
"19790","Luxembourg",1981,"female","25-34 years",3,28300
"19791","Luxembourg",1981,"female","35-54 years",7,47400
"19792","Luxembourg",1981,"female","5-14 years",0,22700
"19793","Luxembourg",1981,"female","55-74 years",5,37500
"19794","Luxembourg",1981,"female","75+ years",1,12000
"19795","Luxembourg",1981,"male","15-24 years",6,28600
"19796","Luxembourg",1981,"male","25-34 years",10,29600
"19797","Luxembourg",1981,"male","35-54 years",16,49900
"19798","Luxembourg",1981,"male","5-14 years",0,24000
"19799","Luxembourg",1981,"male","55-74 years",12,28900
"19800","Luxembourg",1981,"male","75+ years",1,6300
"19801","Luxembourg",1982,"female","15-24 years",3,28500
"19802","Luxembourg",1982,"female","25-34 years",1,28700
"19803","Luxembourg",1982,"female","35-54 years",6,47500
"19804","Luxembourg",1982,"female","5-14 years",0,22100
"19805","Luxembourg",1982,"female","55-74 years",7,37900
"19806","Luxembourg",1982,"female","75+ years",1,12500
"19807","Luxembourg",1982,"male","15-24 years",6,28700
"19808","Luxembourg",1982,"male","25-34 years",13,29700
"19809","Luxembourg",1982,"male","35-54 years",22,50000
"19810","Luxembourg",1982,"male","5-14 years",0,23200
"19811","Luxembourg",1982,"male","55-74 years",12,29100
"19812","Luxembourg",1982,"male","75+ years",7,6500
"19813","Luxembourg",1983,"female","15-24 years",0,28500
"19814","Luxembourg",1983,"female","25-34 years",5,28900
"19815","Luxembourg",1983,"female","35-54 years",10,47500
"19816","Luxembourg",1983,"female","5-14 years",0,21600
"19817","Luxembourg",1983,"female","55-74 years",4,38000
"19818","Luxembourg",1983,"female","75+ years",3,12700
"19819","Luxembourg",1983,"male","15-24 years",4,28500
"19820","Luxembourg",1983,"male","25-34 years",8,29700
"19821","Luxembourg",1983,"male","35-54 years",23,49900
"19822","Luxembourg",1983,"male","5-14 years",0,22700
"19823","Luxembourg",1983,"male","55-74 years",18,29200
"19824","Luxembourg",1983,"male","75+ years",6,6800
"19825","Luxembourg",1984,"female","15-24 years",4,28200
"19826","Luxembourg",1984,"female","25-34 years",3,29400
"19827","Luxembourg",1984,"female","35-54 years",7,47700
"19828","Luxembourg",1984,"female","5-14 years",0,21000
"19829","Luxembourg",1984,"female","55-74 years",7,38200
"19830","Luxembourg",1984,"female","75+ years",1,13100
"19831","Luxembourg",1984,"male","15-24 years",7,28300
"19832","Luxembourg",1984,"male","25-34 years",14,29800
"19833","Luxembourg",1984,"male","35-54 years",15,50100
"19834","Luxembourg",1984,"male","5-14 years",0,22100
"19835","Luxembourg",1984,"male","55-74 years",7,29700
"19836","Luxembourg",1984,"male","75+ years",4,6900
"19837","Luxembourg",1985,"female","15-24 years",1,27800
"19838","Luxembourg",1985,"female","25-34 years",6,29800
"19839","Luxembourg",1985,"female","35-54 years",5,47900
"19840","Luxembourg",1985,"female","5-14 years",0,20500
"19841","Luxembourg",1985,"female","55-74 years",0,38300
"19842","Luxembourg",1985,"female","75+ years",4,13500
"19843","Luxembourg",1985,"male","15-24 years",2,28100
"19844","Luxembourg",1985,"male","25-34 years",3,29900
"19845","Luxembourg",1985,"male","35-54 years",12,50200
"19846","Luxembourg",1985,"male","5-14 years",2,21700
"19847","Luxembourg",1985,"male","55-74 years",14,30200
"19848","Luxembourg",1985,"male","75+ years",6,6900
"19849","Luxembourg",1986,"female","15-24 years",0,27500
"19850","Luxembourg",1986,"female","25-34 years",4,30200
"19851","Luxembourg",1986,"female","35-54 years",2,47900
"19852","Luxembourg",1986,"female","5-14 years",0,20300
"19853","Luxembourg",1986,"female","55-74 years",7,38600
"19854","Luxembourg",1986,"female","75+ years",1,13900
"19855","Luxembourg",1986,"male","15-24 years",3,27800
"19856","Luxembourg",1986,"male","25-34 years",7,30200
"19857","Luxembourg",1986,"male","35-54 years",11,50300
"19858","Luxembourg",1986,"male","5-14 years",0,21400
"19859","Luxembourg",1986,"male","55-74 years",13,30800
"19860","Luxembourg",1986,"male","75+ years",3,7100
"19861","Luxembourg",1987,"female","15-24 years",3,26500
"19862","Luxembourg",1987,"female","25-34 years",3,31200
"19863","Luxembourg",1987,"female","35-54 years",8,48600
"19864","Luxembourg",1987,"female","5-14 years",0,20200
"19865","Luxembourg",1987,"female","55-74 years",12,39000
"19866","Luxembourg",1987,"female","75+ years",3,14400
"19867","Luxembourg",1987,"male","15-24 years",4,27400
"19868","Luxembourg",1987,"male","25-34 years",10,31100
"19869","Luxembourg",1987,"male","35-54 years",19,51000
"19870","Luxembourg",1987,"male","5-14 years",0,21300
"19871","Luxembourg",1987,"male","55-74 years",9,31500
"19872","Luxembourg",1987,"male","75+ years",3,7200
"19873","Luxembourg",1988,"female","15-24 years",0,25900
"19874","Luxembourg",1988,"female","25-34 years",3,31600
"19875","Luxembourg",1988,"female","35-54 years",5,49400
"19876","Luxembourg",1988,"female","5-14 years",0,20400
"19877","Luxembourg",1988,"female","55-74 years",8,39000
"19878","Luxembourg",1988,"female","75+ years",1,14900
"19879","Luxembourg",1988,"male","15-24 years",3,27000
"19880","Luxembourg",1988,"male","25-34 years",15,31700
"19881","Luxembourg",1988,"male","35-54 years",18,51900
"19882","Luxembourg",1988,"male","5-14 years",0,21500
"19883","Luxembourg",1988,"male","55-74 years",14,31700
"19884","Luxembourg",1988,"male","75+ years",2,7300
"19885","Luxembourg",1989,"female","15-24 years",1,25200
